,학교명주소,총인원남학생여학생,"과학고외고/국제고자사고기타계(외국,영재,유학,대안)",특목고계특목고비율
2,고명중학교서울특별시 성북구 돈암동,178 명178 명0 명,1 명5 명36 명1 명,6 명3.37 %
3,개운중학교서울특별시 성북구 돈암동,226 명90 명136 명,1 명6 명31 명2 명,7 명3.10 %
4,삼선중학교서울특별시 성북구 동소문동1가,196 명196 명0 명,0 명6 명59 명3 명,6 명3.06 %
5,숭곡중학교서울특별시 성북구 하월곡동,206 명96 명110 명,0 명6 명12 명4 명,6 명2.91 %
6,서울대학교사범대학부설중학교서울특별시 성북구 종암동,262 명262 명0 명,2 명5 명66 명3 명,7 명2.67 %
7,성신여자중학교서울특별시 성북구 돈암동,212 명0 명212 명,0 명5 명11 명0 명,5 명2.36 %
8,길음중학교서울특별시 성북구 길음동,241 명131 명110 명,0 명5 명50 명0 명,5 명2.07 %
9,석관중학교서울특별시 성북구 석관동,247 명104 명143 명,0 명5 명11 명3 명,5 명2.02 %
10,월곡중학교서울특별시 성북구 상월곡동,217 명74 명143 명,1 명3 명11 명1 명,4 명1.84 %
11,장위중학교서울특별시 성북구 장위동,228 명111 명117 명,0 명4 명29 명3 명,4 명1.75 %
12,북악중학교서울특별시 성북구 정릉동,179 명65 명114 명,0 명3 명10 명1 명,3 명1.68 %
13,고려대학교사범대학부속중학교서울특별시 성북구 정릉동,307 명156 명151 명,1 명4 명26 명0 명,5 명1.63 %
14,용문중학교서울특별시 성북구 안암동2가,128 명128 명0 명,0 명2 명15 명0 명,2 명1.56 %
15,한성여자중학교서울특별시 성북구 삼선동2가,171 명0 명171 명,0 명2 명11 명0 명,2 명1.17 %
16,남대문중학교서울특별시 성북구 장위동,224 명224 명0 명,1 명1 명14 명1 명,2 명0.89 %
17,홍익대학교사범대학부속중학교서울특별시 성북구 성북동,188 명188 명0 명,0 명1 명29 명2 명,1 명0.53 %
0,동마중학교서울 성동구 마장동,169 명88 명81 명,2 명3 명11 명0 명,5 명2.96 %
1,성수중학교서울특별시 성동구 성수동1가,119 명57 명62 명,0 명3 명11 명1 명,3 명2.52 %
2,마장중학교서울특별시 성동구 마장동,160 명76 명84 명,0 명4 명8 명3 명,4 명2.50 %
3,광희중학교서울특별시 성동구 응봉동,289 명157 명132 명,4 명2 명30 명4 명,6 명2.08 %
4,행당중학교서울특별시 성동구 행당동,110 명65 명45 명,1 명1 명9 명1 명,2 명1.82 %
5,옥정중학교서울특별시 성동구 옥수동,240 명119 명121 명,1 명3 명29 명2 명,4 명1.67 %
6,경수중학교서울특별시 성동구 성수동2가,170 명84 명86 명,0 명2 명3 명3 명,2 명1.18 %
7,무학중학교서울특별시 성동구 행당동,346 명169 명177 명,1 명3 명27 명0 명,4 명1.16 %
8,성원중학교서울특별시 성동구 성수동2가,122 명52 명70 명,0 명1 명6 명0 명,1 명0.82 %
9,경일중학교서울특별시 성동구 성수동1가,129 명61 명68 명,0 명1 명21 명0 명,1 명0.78 %
10,한양대학교사범대학부속중학교서울특별시 성동구 사근동,191 명91 명100 명,0 명1 명22 명1 명,1 명0.52 %
0,서일중학교서울특별시 서초구 서초동,341 명187 명154 명,4 명14 명90 명6 명,18 명5.28 %
1,신동중학교서울특별시 서초구 잠원동,286 명155 명131 명,8 명6 명100 명0 명,14 명4.90 %
2,원촌중학교서울특별시 서초구 반포동,327 명173 명154 명,4 명10 명83 명0 명,14 명4.28 %
3,경원중학교서울특별시 서초구 잠원동,365 명170 명195 명,9 명6 명133 명1 명,15 명4.11 %
4,서운중학교서울특별시 서초구 서초동,344 명187 명157 명,7 명5 명51 명1 명,12 명3.49 %
5,방배중학교서울특별시 서초구 반포동,161 명113 명48 명,2 명3 명21 명4 명,5 명3.11 %
6,반포중학교서울특별시 서초구 반포동,283 명283 명0 명,3 명5 명83 명2 명,8 명2.83 %
7,이수중학교서울특별시 서초구 방배동,213 명213 명0 명,2 명4 명20 명0 명,6 명2.82 %
8,서초중학교서울특별시 서초구 서초동,263 명158 명105 명,1 명6 명22 명3 명,7 명2.66 %
9,영동중학교서울특별시 서초구 우면동,289 명143 명146 명,2 명4 명24 명1 명,6 명2.08 %
10,세화여자중학교서울특별시 서초구 반포동,322 명0 명322 명,1 명5 명105 명0 명,6 명1.86 %
11,신반포중학교서울특별시 서초구 반포동,271 명202 명69 명,2 명2 명77 명2 명,4 명1.48 %
12,동덕여자중학교서울특별시 서초구 방배동,180 명0 명180 명,0 명2 명17 명2 명,2 명1.11 %
13,서문여자중학교서울특별시 서초구 방배동,274 명0 명274 명,0 명3 명17 명2 명,3 명1.09 %
14,언남중학교서울특별시 서초구 양재동,195 명104 명91 명,0 명1 명6 명1 명,1 명0.51 %
0,이화여자대학교사범대학부속이화·금란중학교서울특별시 서대문구 대신동,225 명117 명108 명,3 명7 명59 명6 명,10 명4.44 %
1,홍은중학교서울특별시 서대문구 홍은동,187 명142 명45 명,4 명4 명18 명0 명,8 명4.28 %
2,가재울중학교서울특별시 서대문구 북가좌동,230 명118 명112 명,2 명7 명42 명1 명,9 명3.91 %
3,명지중학교서울특별시 서대문구 홍은동,251 명139 명112 명,3 명6 명25 명5 명,9 명3.59 %
4,연북중학교서울특별시 서대문구 연희동,180 명114 명66 명,0 명6 명34 명2 명,6 명3.33 %
5,정원여자중학교서울특별시 서대문구 홍은동,218 명0 명218 명,1 명4 명13 명2 명,5 명2.29 %
6,동명여자중학교서울특별시 서대문구 천연동,137 명0 명137 명,0 명3 명15 명2 명,3 명2.19 %
7,연희중학교서울특별시 서대문구 남가좌동,296 명147 명149 명,2 명3 명30 명2 명,5 명1.69 %
8,한성중학교서울특별시 서대문구 북아현동,157 명157 명0 명,2 명0 명9 명0 명,2 명1.27 %
9,신연중학교서울특별시 서대문구 연희동,172 명95 명77 명,0 명2 명14 명2 명,2 명1.16 %
10,인창중학교서울특별시 서대문구 충정로2가,172 명172 명0 명,1 명1 명17 명0 명,2 명1.16 %
11,서연중학교서울특별시 서대문구 연희동,190 명109 명81 명,0 명2 명19 명2 명,2 명1.05 %
12,인왕중학교서울특별시 서대문구 홍제동,196 명114 명82 명,0 명2 명7 명1 명,2 명1.02 %
13,중앙여자중학교서울특별시 서대문구 북아현동,105 명0 명105 명,0 명1 명3 명3 명,1 명0.95 %
0,서울여자중학교서울특별시 마포구 염리동,163 명0 명163 명,1 명5 명22 명3 명,6 명3.68 %
1,상암중학교서울특별시 마포구 상암동,374 명183 명191 명,3 명9 명69 명2 명,12 명3.21 %
2,동도중학교서울특별시 마포구 염리동,230 명103 명127 명,0 명7 명42 명4 명,7 명3.04 %
3,창천중학교서울특별시 마포구 노고산동,128 명47 명81 명,0 명3 명15 명0 명,3 명2.34 %
4,숭문중학교서울특별시 마포구 대흥동,176 명176 명0 명,4 명0 명77 명0 명,4 명2.27 %
5,중암중학교서울특별시 마포구 중동,318 명166 명152 명,1 명6 명61 명1 명,7 명2.20 %
6,아현중학교서울특별시 마포구 아현동,169 명71 명98 명,0 명3 명20 명1 명,3 명1.78 %
7,신수중학교서울특별시 마포구 신수동,173 명62 명111 명,0 명3 명29 명4 명,3 명1.73 %
8,성산중학교서울특별시 마포구 합정동,273 명125 명148 명,0 명3 명17 명5 명,3 명1.10 %
9,성사중학교서울특별시 마포구 성산동,228 명102 명126 명,0 명2 명21 명3 명,2 명0.88 %
10,광성중학교서울특별시 마포구 신수동,144 명144 명0 명,0 명1 명53 명0 명,1 명0.69 %
11,홍익대학교사범대학부속여자중학교서울특별시 마포구 성산동,156 명0 명156 명,0 명1 명5 명2 명,1 명0.64 %
12,경성중학교서울특별시 마포구 연남동,161 명161 명0 명,0 명1 명14 명4 명,1 명0.62 %
13,성서중학교서울특별시 마포구 성산동,237 명123 명114 명,0 명1 명35 명4 명,1 명0.42 %
0,숭의여자중학교서울특별시 동작구 대방동,199 명0 명199 명,3 명6 명15 명4 명,9 명4.52 %
1,중앙대학교사범대학부속중학교서울특별시 동작구 흑석동,298 명107 명191 명,1 명8 명37 명0 명,9 명3.02 %
2,동양중학교서울특별시 동작구 본동,141 명141 명0 명,2 명2 명28 명0 명,4 명2.84 %
3,상현중학교서울특별시 동작구 상도동,211 명109 명102 명,0 명5 명37 명1 명,5 명2.37 %
4,대방중학교서울특별시 동작구 신대방동,313 명135 명178 명,1 명6 명26 명3 명,7 명2.24 %
5,강현중학교서울특별시 동작구 상도동,172 명82 명90 명,0 명3 명8 명3 명,3 명1.74 %
6,상도중학교서울특별시 동작구 사당동,173 명87 명86 명,1 명2 명23 명1 명,3 명1.73 %
7,강남중학교서울특별시 동작구 대방동,174 명84 명90 명,1 명2 명6 명1 명,3 명1.72 %
8,장승중학교서울특별시 동작구 상도동,254 명113 명141 명,2 명2 명24 명1 명,4 명1.57 %
9,동작중학교서울특별시 동작구 동작동,146 명83 명63 명,1 명1 명42 명2 명,2 명1.37 %
10,문창중학교서울특별시 동작구 신대방동,168 명97 명71 명,0 명2 명10 명0 명,2 명1.19 %
11,성남중학교서울특별시 동작구 대방동,266 명266 명0 명,2 명1 명38 명2 명,3 명1.13 %
12,영등포중학교서울특별시 동작구 대방동,94 명50 명44 명,0 명1 명2 명0 명,1 명1.06 %
13,사당중학교서울특별시 동작구 사당동,180 명96 명84 명,1 명0 명31 명1 명,1 명0.56 %
14,국사봉중학교서울특별시 동작구 상도동,159 명91 명68 명,0 명0 명8 명1 명,0 명0.00 %
15,남성중학교서울특별시 동작구 사당동,153 명81 명72 명,0 명0 명7 명1 명,0 명0.00 %
0,경희여자중학교서울특별시 동대문구 회기동,222 명0 명222 명,0 명8 명9 명1 명,8 명3.60 %
1,경희중학교서울특별시 동대문구 회기동,223 명223 명0 명,1 명7 명84 명2 명,8 명3.59 %
2,휘경중학교서울특별시 동대문구 휘경동,162 명109 명53 명,0 명4 명29 명2 명,4 명2.47 %
3,전농중학교서울특별시 동대문구 전농동,184 명103 명81 명,0 명4 명37 명3 명,4 명2.17 %
4,휘경여자중학교서울특별시 동대문구 휘경동,188 명0 명188 명,0 명4 명3 명0 명,4 명2.13 %
5,대광중학교서울특별시 동대문구 신설동,181 명107 명74 명,1 명2 명45 명0 명,3 명1.66 %
6,성일중학교서울특별시 동대문구 제기동,122 명82 명40 명,0 명2 명23 명0 명,2 명1.64 %
7,전일중학교서울 동대문구 전농동,192 명106 명86 명,2 명1 명34 명1 명,3 명1.56 %
8,청량중학교서울특별시 동대문구 청량리동,198 명119 명79 명,0 명3 명34 명1 명,3 명1.52 %
9,정화여자중학교서울특별시 동대문구 제기동,74 명0 명74 명,0 명1 명3 명0 명,1 명1.35 %
10,동대문중학교서울특별시 동대문구 전농동,264 명141 명123 명,0 명3 명30 명1 명,3 명1.14 %
11,장평중학교서울특별시 동대문구 장안동,276 명148 명128 명,0 명3 명36 명5 명,3 명1.09 %
12,전동중학교서울특별시 동대문구 휘경동,168 명98 명70 명,0 명1 명27 명0 명,1 명0.60 %
13,동국대학교사범대학부속중학교서울특별시 동대문구 장안동,206 명206 명0 명,1 명0 명25 명1 명,1 명0.49 %
14,숭인중학교서울특별시 동대문구 답십리동,121 명57 명64 명,0 명0 명18 명2 명,0 명0.00 %
0,노곡중학교서울특별시 도봉구 창동,183 명87 명96 명,2 명8 명34 명3 명,10 명5.46 %
1,정의여자중학교서울특별시 도봉구 쌍문동,180 명0 명180 명,0 명6 명2 명1 명,6 명3.33 %
2,신도봉중학교서울특별시 도봉구 쌍문동,241 명141 명100 명,1 명7 명17 명0 명,8 명3.32 %
3,창동중학교서울특별시 도봉구 방학동,304 명163 명141 명,0 명9 명47 명0 명,9 명2.96 %
4,창일중학교서울특별시 도봉구 창동,310 명165 명145 명,1 명6 명37 명2 명,7 명2.26 %
5,백운중학교서울특별시 도봉구 쌍문동,237 명145 명92 명,0 명5 명21 명0 명,5 명2.11 %
6,효문중학교서울특별시 도봉구 쌍문동,192 명97 명95 명,0 명4 명10 명1 명,4 명2.08 %
7,도봉중학교서울특별시 도봉구 도봉동,250 명134 명116 명,1 명4 명19 명2 명,5 명2.00 %
8,북서울중학교서울특별시 도봉구 도봉동,216 명105 명111 명,0 명4 명8 명2 명,4 명1.85 %
9,선덕중학교서울특별시 도봉구 쌍문동,278 명169 명109 명,1 명4 명58 명0 명,5 명1.80 %
10,방학중학교서울특별시 도봉구 방학동,228 명121 명107 명,0 명4 명7 명1 명,4 명1.75 %
11,창북중학교서울특별시 도봉구 창동,241 명133 명108 명,0 명3 명35 명3 명,3 명1.24 %
12,신방학중학교서울특별시 도봉구 방학동,232 명132 명100 명,0 명0 명29 명3 명,0 명0.00 %
0,불암중학교서울특별시 노원구 하계동,359 명194 명165 명,6 명20 명26 명1 명,26 명7.24 %
1,을지중학교서울특별시 노원구 중계동,276 명149 명127 명,5 명9 명23 명0 명,14 명5.07 %
2,녹천중학교서울특별시 노원구 월계동,188 명53 명135 명,1 명8 명7 명2 명,9 명4.79 %
3,상계제일중학교서울특별시 노원구 중계동,274 명151 명123 명,2 명10 명6 명0 명,12 명4.38 %
4,중평중학교서울특별시 노원구 하계동,343 명176 명167 명,3 명12 명13 명0 명,15 명4.37 %
5,중계중학교서울특별시 노원구 중계동,352 명192 명160 명,5 명10 명17 명0 명,15 명4.26 %
6,상계중학교서울특별시 노원구 상계동,321 명170 명151 명,5 명8 명24 명0 명,13 명4.05 %
7,염광중학교서울특별시 노원구 월계동,202 명97 명105 명,0 명8 명9 명0 명,8 명3.96 %
8,태랑중학교서울특별시 노원구 공릉동,265 명136 명129 명,1 명9 명12 명2 명,10 명3.77 %
9,재현중학교서울특별시 노원구 중계동,260 명140 명120 명,3 명6 명13 명0 명,9 명3.46 %
10,노일중학교서울특별시 노원구 상계동,233 명112 명121 명,1 명7 명9 명1 명,8 명3.43 %
11,하계중학교서울특별시 노원구 하계동,446 명256 명190 명,7 명8 명16 명0 명,15 명3.36 %
12,신상중학교서울특별시 노원구 상계동,184 명95 명89 명,1 명5 명4 명0 명,6 명3.26 %
13,상경중학교서울특별시 노원구 상계동,282 명139 명143 명,2 명6 명17 명0 명,8 명2.84 %
14,한천중학교서울특별시 노원구 공릉동,320 명162 명158 명,2 명7 명4 명6 명,9 명2.81 %
15,수락중학교서울특별시 노원구 상계동,149 명73 명76 명,2 명2 명4 명0 명,4 명2.68 %
16,상명중학교서울특별시 노원구 중계동,315 명177 명138 명,3 명5 명29 명2 명,8 명2.54 %
17,공릉중학교서울특별시 노원구 공릉동,318 명161 명157 명,0 명8 명5 명3 명,8 명2.52 %
18,상원중학교서울특별시 노원구 상계동,241 명115 명126 명,1 명5 명7 명6 명,6 명2.49 %
19,신창중학교서울특별시 노원구 월계동,142 명63 명79 명,0 명3 명8 명0 명,3 명2.11 %
0,동일중학교서울특별시 금천구 시흥동,219 명80 명139 명,1 명7 명8 명4 명,8 명3.65 %
1,문성중학교서울특별시 금천구 독산동,164 명84 명80 명,1 명2 명3 명0 명,3 명1.83 %
2,난곡중학교서울특별시 금천구 독산동,149 명79 명70 명,0 명2 명10 명3 명,2 명1.34 %
3,시흥중학교서울특별시 금천구 시흥동,307 명100 명207 명,0 명4 명5 명1 명,4 명1.30 %
4,한울중학교서울특별시 금천구 시흥동,236 명112 명124 명,0 명3 명6 명1 명,3 명1.27 %
5,가산중학교서울특별시 금천구 독산동,174 명89 명85 명,1 명1 명6 명0 명,2 명1.15 %
6,세일중학교서울특별시 금천구 독산동,170 명105 명65 명,0 명1 명17 명8 명,1 명0.59 %
7,문일중학교서울특별시 금천구 시흥동,174 명174 명0 명,1 명0 명2 명0 명,1 명0.57 %
8,안천중학교서울특별시 금천구 독산동,177 명88 명89 명,0 명0 명8 명2 명,0 명0.00 %
0,천왕중학교서울특별시 구로구 천왕동,238 명76 명162 명,1 명7 명6 명3 명,8 명3.36 %
1,영림중학교서울특별시 구로구 구로동,274 명145 명129 명,3 명3 명18 명0 명,6 명2.19 %
2,신도림중학교서울특별시 구로구 신도림동,362 명186 명176 명,2 명5 명64 명2 명,7 명1.93 %
3,경인중학교서울특별시 구로구 개봉동,232 명113 명119 명,1 명3 명4 명2 명,4 명1.72 %
4,영서중학교서울특별시 구로구 구로동,254 명134 명120 명,4 명0 명19 명2 명,4 명1.57 %
5,구일중학교서울특별시 구로구 구로동,203 명121 명82 명,1 명2 명14 명1 명,3 명1.48 %
6,고척중학교서울특별시 구로구 고척동,417 명212 명205 명,2 명3 명18 명3 명,5 명1.20 %
7,개웅중학교서울특별시 구로구 개봉동,276 명151 명125 명,2 명1 명6 명4 명,3 명1.09 %
8,개봉중학교서울특별시 구로구 개봉동,208 명102 명106 명,1 명1 명1 명4 명,2 명0.96 %
