,ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNZC,FA_RDNMA,FA_RDNDA,LOAD_DTM
5454,D10,대구광역시교육청,수성구,교습소,3000017068,사생결단국어교습소,20180531,20180531,개원,,,35,7.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42080,대구광역시 수성구 청호로94길 5,/ 1층 일부 (만촌동),20210912
5455,D10,대구광역시교육청,수성구,교습소,3000017355,사월화성파크점뮤엠영어교습소,20181017,20181017,개원,,,12,6.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42279,대구광역시 수성구 달구벌대로 3300-5,/ (신매동)/ 2층 (신매동/ 공서빌딩),20210912
5456,D10,대구광역시교육청,수성구,교습소,3000019633,사유수학교습소,20210702,20210702,개원,,,25,5.0,입시.검정 및 보습,보통교과,초등,보습,초등:350000/ 중등:350000/ 고등:400000/ 고등(문과):400000/ 고등(이과):500000,Y,N,42139,대구광역시 수성구 범어천로 73,/ 218호 일부 (범어동/ 호텔 라온제나),20210912
5457,D10,대구광역시교육청,수성구,교습소,10883,사이언스베슬과학교습소,20100401,20100401,개원,,,12,4.0,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 중등:180000/ 고등:200000,N,,706823,대구광역시 수성구 범어로26길 30,  1층 (범어동),20210912
5458,D10,대구광역시교육청,수성구,교습소,3000018912,사제지간수학교습소,20200623,20200623,개원,,,16,4.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42070,대구광역시 수성구 교학로 37,/ 2층 일부 (만촌동),20210912
5459,D10,대구광역시교육청,수성구,교습소,11822,사회탐구케이스사회교습소,20101206,20101206,개원,,,8,4.0,입시.검정 및 보습,보통교과,중등,보습,,N,N,706808,대구광역시 수성구 달구벌대로 2580,  3층 (만촌동),20210912
5460,D10,대구광역시교육청,수성구,교습소,3000014381,삼성영어교습소,20151012,20151012,개원,,,45,9.0,입시.검정 및 보습,보통교과,초등(파닉스),보습,초등(파닉스):180000/ 초등(베이직):180000/ 초등(인터이상):200000/ 중등A:200000/ 중등B:250000,Y,N,706916,대구광역시 수성구 천을로 170,/ 202동 201호 (매호동/ 시지2차 태왕하이츠),20210912
5461,D10,대구광역시교육청,수성구,교습소,3000015947,삼성영어교습소,20170413,20170413,개원,,,18,9.0,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 중등:200000,Y,N,42262,대구광역시 수성구 달구벌대로 3065,/ 301호 (시지동),20210912
5462,D10,대구광역시교육청,수성구,교습소,3000016241,삼성영어교습소,20170803,20170803,개원,,,40,8.0,입시.검정 및 보습,보통교과,초등A,보습,초등A:130000/ 초등B:175000/ 초등C:185000/ 초등D:195000/ 중등:220000,Y,N,42214,대구광역시 수성구 지범로22길 20,/ 상가 106동 205호 (지산동/ 지산현대맨션),20210912
5463,D10,대구광역시교육청,수성구,교습소,3000016772,삼성영어교습소,20180207,20180207,개원,,,35,5.0,입시.검정 및 보습,보통교과,초등,보습,초등:180000/ 초등:190000/ 초등:200000/ 초등:210000/ 초등:220000/ 중등:250000/ 고등:280000,Y,N,42073,대구광역시 수성구 교학로11길 46,/ 상가 302동 302호 (만촌동/ 만촌우방타운),20210912
5464,D10,대구광역시교육청,수성구,교습소,7559,삼성영어교습소,20080506,20080501,개원,,,32,9.0,입시.검정 및 보습,보통교과,,보습,영어(초등A):175000/ 영어(초등B):185000/ 영어(중등):195000/ 영어(중등):220000/ 8:8/ 8:8,N,N,706766,대구광역시 수성구 범안로 40,/ 107동 205호 (범물동/범물청아타운),20210912
5465,D10,대구광역시교육청,수성구,교습소,3000010855,삼성영어교습소,20111215,20111215,개원,,,36,9.0,입시.검정 및 보습,보통교과,초등,보습,,,N,42184,대구광역시 수성구 동대구로6길 70,/ 3층 (지산동),20210912
